CELL_LINE_NAME	DRUG_NAME	MAX_CONC	LN_IC50
EW-1	Camptothecin	0.1	-4.616095
EW-18	Camptothecin	0.1	-1.75482
EW-16	Camptothecin	0.1	-4.004516
EW-13	Camptothecin	0.1	-3.776789
EW-22	Camptothecin	0.1	-5.291886
EW-24	Camptothecin	0.1	-3.550202
NB10	Camptothecin	0.1	-4.837187
NB12	Camptothecin	0.1	-2.445108
NB7	Camptothecin	0.1	-2.24858
NB13	Camptothecin	0.1	-4.038658
NB14	Camptothecin	0.1	-4.470298
NB1	Camptothecin	0.1	-2.535995
RH-1	Camptothecin	0.1	-4.782128
Jurkat	Camptothecin	0.1	-4.444861
BICR22	Camptothecin	0.1	-3.840264
BICR78	Camptothecin	0.1	-1.481129
EN	Camptothecin	0.1	1.460638
ES-2	Camptothecin	0.1	-3.639373
FU-OV-1	Camptothecin	0.1	1.994484
G-MEL	Camptothecin	0.1	-3.366817
NCI-H2591	Camptothecin	0.1	0.384146
NCI-H2595	Camptothecin	0.1	-0.305935
NCI-H2731	Camptothecin	0.1	-1.004998
NCI-H2803	Camptothecin	0.1	-2.648474
NCI-H2804	Camptothecin	0.1	-3.371369
NCI-H2810	Camptothecin	0.1	-3.538786
NCI-H2869	Camptothecin	0.1	1.976381
NCI-H3118	Camptothecin	0.1	-2.544739
NCI-H513	Camptothecin	0.1	-0.665264
HARA	Camptothecin	0.1	-2.984627
HCC-15	Camptothecin	0.1	-1.064627
HCC-366	Camptothecin	0.1	-3.501132
HCC-44	Camptothecin	0.1	-2.09719
HCC-827	Camptothecin	0.1	-0.60842
Hep3B2-1-7	Camptothecin	0.1	-1.567078
Hs-633T	Camptothecin	0.1	-4.342117
Hs-746T	Camptothecin	0.1	-0.56608
IGR-37	Camptothecin	0.1	-3.347173
IHH-4	Camptothecin	0.1	-4.768083
IM-95	Camptothecin	0.1	-0.91044
JHH-2	Camptothecin	0.1	-1.261201
JHH-4	Camptothecin	0.1	-3.111783
JHH-6	Camptothecin	0.1	-0.931896
JHH-7	Camptothecin	0.1	0.950818
JHU-022	Camptothecin	0.1	-2.65046
KYM-1	Camptothecin	0.1	-5.00103
KYSE-220	Camptothecin	0.1	-3.971804
LN-18	Camptothecin	0.1	-1.93027
LN-229	Camptothecin	0.1	0.48759
LNZTA3WT4	Camptothecin	0.1	-1.564607
MFE-319	Camptothecin	0.1	-1.465849
MS751	Camptothecin	0.1	-2.82282
NB(TU)1-10	Camptothecin	0.1	-3.010637
NCI-H1869	Camptothecin	0.1	0.107593
NCI-H1915	Camptothecin	0.1	-1.342244
NCI-H1944	Camptothecin	0.1	-2.512065
NCI-H196	Camptothecin	0.1	1.614246
NCI-H2023	Camptothecin	0.1	-3.632207
NCI-H211	Camptothecin	0.1	-3.197862
NCI-H3122	Camptothecin	0.1	-2.989968
NCI-H841	Camptothecin	0.1	-0.828403
NCI-H847	Camptothecin	0.1	-3.434906
OSC-20	Camptothecin	0.1	-2.770137
OV-90	Camptothecin	0.1	-1.552601
OVISE	Camptothecin	0.1	1.48518
OVKATE	Camptothecin	0.1	2.31805
OVMIU	Camptothecin	0.1	0.691323
PA-TU-8988T	Camptothecin	0.1	-1.136945
PC-3_[JPC-3]	Camptothecin	0.1	-2.877714
PL18	Camptothecin	0.1	-3.009924
RERF-GC-1B	Camptothecin	0.1	-1.673625
RH-41	Camptothecin	0.1	-1.991339
SISO	Camptothecin	0.1	-2.665407
SKN	Camptothecin	0.1	-1.388206
SNU-182	Camptothecin	0.1	-1.829168
SNU-398	Camptothecin	0.1	-1.820635
SU8686	Camptothecin	0.1	2.435656
SUIT-2	Camptothecin	0.1	-2.251948
TC-71	Camptothecin	0.1	-4.517578
TOV-21G	Camptothecin	0.1	-1.840369
TT2609-C02	Camptothecin	0.1	-0.701431
WM278	Camptothecin	0.1	-1.986621
SUP-B15	Camptothecin	0.1	-5.173704
H3255	Camptothecin	0.1	-1.578331
OCI-AML3	Camptothecin	0.1	-3.638722
ASH-3	Camptothecin	0.1	-2.818393
BICR10	Camptothecin	0.1	-1.783142
CAL-29	Camptothecin	0.1	-3.805755
CAL-78	Camptothecin	0.1	-2.605106
CS1	Camptothecin	0.1	-2.475644
DAN-G	Camptothecin	0.1	-2.004282
FU97	Camptothecin	0.1	-1.724271
G-292-Clone-A141B1	Camptothecin	0.1	0.831452
NCI-H2369	Camptothecin	0.1	0.956656
NCI-H2373	Camptothecin	0.1	-2.564818
NCI-H2461	Camptothecin	0.1	-2.307479
NCI-H2722	Camptothecin	0.1	-0.087886
NCI-H2795	Camptothecin	0.1	-3.75982
NCI-H2818	Camptothecin	0.1	-1.159551
HCC-78	Camptothecin	0.1	-4.825273
ALL-SIL	Camptothecin	0.1	-4.352754
AMO-1	Camptothecin	0.1	-3.93655
COR-L95	Camptothecin	0.1	-3.81717
DND-41	Camptothecin	0.1	-4.613301
EJM	Camptothecin	0.1	-2.586286
Farage	Camptothecin	0.1	-3.585089
HeLa	Camptothecin	0.1	-0.819406
HPAC	Camptothecin	0.1	0.918814
Hs-766T	Camptothecin	0.1	1.544188
huH-1	Camptothecin	0.1	-1.004498
JHH-1	Camptothecin	0.1	-0.401991
KMRC-1	Camptothecin	0.1	-1.212883
KMRC-20	Camptothecin	0.1	-3.027463
KP-1N	Camptothecin	0.1	-2.082622
KP-2	Camptothecin	0.1	0.639102
KP-3	Camptothecin	0.1	2.58334
KYSE-50	Camptothecin	0.1	0.619929
LC-1-sq	Camptothecin	0.1	-0.277534
LOU-NH91	Camptothecin	0.1	-3.180136
NCI-H1435	Camptothecin	0.1	-0.68716
NCI-H1568	Camptothecin	0.1	-0.785552
NCI-H1688	Camptothecin	0.1	-0.161663
NCI-H1781	Camptothecin	0.1	-3.78847
NCI-H2135	Camptothecin	0.1	0.297096
NUGC-4	Camptothecin	0.1	-0.118117
OCUM-1	Camptothecin	0.1	-2.799064
OE21	Camptothecin	0.1	-1.079723
OVTOKO	Camptothecin	0.1	0.034577
PANC-02-03	Camptothecin	0.1	-2.360202
PANC-04-03	Camptothecin	0.1	-0.088913
PA-TU-8902	Camptothecin	0.1	-0.913501
PCI-30	Camptothecin	0.1	-1.922629
PCI-4B	Camptothecin	0.1	-3.438148
PL4	Camptothecin	0.1	-2.605018
QGP-1	Camptothecin	0.1	-0.534857
RERF-LC-KJ	Camptothecin	0.1	0.214295
RERF-LC-Sq1	Camptothecin	0.1	-1.744813
RKN	Camptothecin	0.1	-0.483348
SAT	Camptothecin	0.1	1.063621
SCC90	Camptothecin	0.1	-0.403515
SKN-3	Camptothecin	0.1	-1.305244
SW1271	Camptothecin	0.1	-2.393159
T-T	Camptothecin	0.1	-2.526883
TOV-112D	Camptothecin	0.1	-3.919779
VCaP	Camptothecin	0.1	-1.994642
WM1552C	Camptothecin	0.1	-1.862984
WM35	Camptothecin	0.1	-1.19725
WM793B	Camptothecin	0.1	-2.832114
GA-10	Camptothecin	0.1	-3.310458
GRANTA-519	Camptothecin	0.1	-4.506139
CHSA8926	Camptothecin	0.1	-0.590972
COR-L32	Camptothecin	0.1	-4.159012
Hs-445	Camptothecin	0.1	-4.464557
HSC-39	Camptothecin	0.1	-4.655161
JJN-3	Camptothecin	0.1	-2.16328
JSC-1	Camptothecin	0.1	-4.748306
JURL-MK1	Camptothecin	0.1	-4.540906
KARPAS-1106P	Camptothecin	0.1	-4.259066
KARPAS-231	Camptothecin	0.1	-5.397063
KARPAS-620	Camptothecin	0.1	0.573835
KCL-22	Camptothecin	0.1	-2.731621
KOPN-8	Camptothecin	0.1	-4.890189
L-1236	Camptothecin	0.1	-2.660676
ME-1	Camptothecin	0.1	-2.246174
MOLM-13	Camptothecin	0.1	-5.1164
MOLP-8	Camptothecin	0.1	-3.259964
NCI-H1341	Camptothecin	0.1	-3.463908
NCI-H1876	Camptothecin	0.1	-6.077601
NCI-H2066	Camptothecin	0.1	2.048421
OCI-AML5	Camptothecin	0.1	-4.190431
OCI-M1	Camptothecin	0.1	-4.684435
P32-ISH	Camptothecin	0.1	-5.38134
PWR-1E	Camptothecin	0.1	-3.843609
RC-K8	Camptothecin	0.1	-3.324229
SLVL	Camptothecin	0.1	-4.861438
SU-DHL-10	Camptothecin	0.1	-3.516721
SU-DHL-5	Camptothecin	0.1	-5.140084
SU-DHL-6	Camptothecin	0.1	-4.014699
SU-DHL-8	Camptothecin	0.1	-4.801422
SUP-HD1	Camptothecin	0.1	-4.82898
SUP-M2	Camptothecin	0.1	-5.507097
TK	Camptothecin	0.1	-3.362328
VAL	Camptothecin	0.1	-4.580408
WIL2-NS	Camptothecin	0.1	-5.139287
WSU-DLCL2	Camptothecin	0.1	-4.388804
DOV13	Camptothecin	0.1	-3.263647
Hey	Camptothecin	0.1	-2.628769
OV-56	Camptothecin	0.1	-1.731043
OVCA420	Camptothecin	0.1	2.21276
OVK-18	Camptothecin	0.1	-3.114284
PEO1	Camptothecin	0.1	-2.417972
FLO-1	Camptothecin	0.1	-1.66711
OACp4C	Camptothecin	0.1	-1.639185
OACM5-1	Camptothecin	0.1	-2.459083
SK-GT-2	Camptothecin	0.1	-2.008473
SK-GT-4	Camptothecin	0.1	1.926215
ESO26	Camptothecin	0.1	-2.882568
ESO51	Camptothecin	0.1	-2.072459
KYAE-1	Camptothecin	0.1	1.640407
EMC-BAC-2	Camptothecin	0.1	-2.75555
TE-4	Camptothecin	0.1	-1.503316
NCC010	Camptothecin	0.1	-0.269928
RCC-JW	Camptothecin	0.1	-2.573593
MM1S	Camptothecin	0.1	-3.780488
SNU-61	Camptothecin	0.1	1.967806
MC-CAR	Vinblastine	0.1	-5.87502
PFSK-1	Vinblastine	0.1	-5.003389
A673	Vinblastine	0.1	-6.04393
ES7	Vinblastine	0.1	-5.768236
EW-11	Vinblastine	0.1	-4.833359
SK-ES-1	Vinblastine	0.1	-5.162206
COLO-829	Vinblastine	0.1	-0.436377
RT4	Vinblastine	0.1	-4.018335
SW780	Vinblastine	0.1	-2.656417
TCCSUP	Vinblastine	0.1	-1.360877
C-33-A	Vinblastine	0.1	-4.97117
C-4-I	Vinblastine	0.1	-4.069227
ME-180	Vinblastine	0.1	-1.188304
42-MG-BA	Vinblastine	0.1	-4.778541
8-MG-BA	Vinblastine	0.1	-5.089951
A172	Vinblastine	0.1	-5.163714
GB-1	Vinblastine	0.1	-2.185334
T98G	Vinblastine	0.1	-2.761592
U-118-MG	Vinblastine	0.1	-2.592922
U-87-MG	Vinblastine	0.1	-1.469656
NCI-H720	Vinblastine	0.1	-1.973561
Calu-3	Vinblastine	0.1	1.859215
COR-L23	Vinblastine	0.1	-1.642253
LK-2	Vinblastine	0.1	-4.33795
NCI-H1623	Vinblastine	0.1	-1.051975
NCI-H1648	Vinblastine	0.1	-4.999806
NCI-H1650	Vinblastine	0.1	2.404839
NCI-H1693	Vinblastine	0.1	-0.975067
NCI-H1838	Vinblastine	0.1	-0.374041
NCI-H2085	Vinblastine	0.1	-2.004142
NCI-H2170	Vinblastine	0.1	-4.569833
NCI-H2228	Vinblastine	0.1	-0.617716
NCI-H2342	Vinblastine	0.1	1.57992
NCI-H2347	Vinblastine	0.1	2.01873
NCI-H2405	Vinblastine	0.1	3.548335
NCI-H661	Vinblastine	0.1	-2.878517
COR-L311	Vinblastine	0.1	-3.862369
DMS-114	Vinblastine	0.1	-4.292974
DMS-273	Vinblastine	0.1	-4.773283
NCI-H1048	Vinblastine	0.1	-4.684577
NCI-H1092	Vinblastine	0.1	-1.840666
NCI-H1417	Vinblastine	0.1	-5.43719
NCI-H1694	Vinblastine	0.1	-3.125538
NCI-H1963	Vinblastine	0.1	-4.336525
NCI-H209	Vinblastine	0.1	-5.619523
NCI-H2141	Vinblastine	0.1	-3.672404
NCI-H446	Vinblastine	0.1	-7.495645
NCI-H526	Vinblastine	0.1	-4.762861
NCI-H64	Vinblastine	0.1	-2.726799
NCI-H69	Vinblastine	0.1	-6.645121
NCI-H82	Vinblastine	0.1	-5.387602
NCI-H2052	Vinblastine	0.1	-3.996013
SK-N-DZ	Vinblastine	0.1	-5.14679
SK-N-FI	Vinblastine	0.1	-3.694742
VA-ES-BJ	Vinblastine	0.1	-4.0475
VMRC-LCD	Vinblastine	0.1	-2.39358
SBC-5	Vinblastine	0.1	-5.106374
LU-135	Vinblastine	0.1	-2.555268
SK-N-SH	Vinblastine	0.1	-1.893026
NCI-H2122	Vinblastine	0.1	-7.125521
NCI-H650	Vinblastine	0.1	-2.316396
NCI-H929	Vinblastine	0.1	-4.650716
SK-N-AS	Vinblastine	0.1	-4.625945
NCI-H1299	Vinblastine	0.1	-3.472419
NCI-H2087	Vinblastine	0.1	-2.832915
UM-UC-3	Vinblastine	0.1	-4.150085
SW756	Vinblastine	0.1	2.621768
NCI-H727	Vinblastine	0.1	-0.757551
Calu-6	Vinblastine	0.1	-3.569665
LU-65	Vinblastine	0.1	-4.873224
NCI-H1355	Vinblastine	0.1	-3.624468
NCI-H1792	Vinblastine	0.1	-5.925796
HPAF-II	Vinblastine	0.1	-0.853064
MIA-PaCa-2	Vinblastine	0.1	-4.60026
SHP-77	Vinblastine	0.1	-5.417533
NCI-H2009	Vinblastine	0.1	-3.652152
SW1573	Vinblastine	0.1	-0.380219
SW900	Vinblastine	0.1	-2.384242
TE-5	Vinblastine	0.1	-2.656099
HCC1954	Vinblastine	0.1	-3.058914
HCC1143	Vinblastine	0.1	1.356527
HCC1187	Vinblastine	0.1	0.216149
HCC1395	Vinblastine	0.1	-5.145896
HCC1937	Vinblastine	0.1	1.086152
HCC2157	Vinblastine	0.1	-4.008405
HCC38	Vinblastine	0.1	-0.541191
BB49-HNC	Vinblastine	0.1	-4.743977
Ca9-22	Vinblastine	0.1	-4.590437
CADO-ES1	Vinblastine	0.1	-3.826136
CAL-33	Vinblastine	0.1	-5.524044
CPC-N	Vinblastine	0.1	-4.623593
CTV-1	Vinblastine	0.1	-6.049654
DSH1	Vinblastine	0.1	-2.958244
EBC-1	Vinblastine	0.1	-2.678789
EC-GI-10	Vinblastine	0.1	-5.667445
EPLC-272H	Vinblastine	0.1	-1.37793
HO-1-u-1	Vinblastine	0.1	-3.383785
HSC-2	Vinblastine	0.1	-5.30366
IM-9	Vinblastine	0.1	-7.25625
IST-SL2	Vinblastine	0.1	-4.905144
J82	Vinblastine	0.1	2.111798
KNS-62	Vinblastine	0.1	-3.297548
KP-4	Vinblastine	0.1	-5.134259
KYSE-140	Vinblastine	0.1	-2.79889
KYSE-410	Vinblastine	0.1	-2.398095
KYSE-520	Vinblastine	0.1	-1.90087
KYSE-70	Vinblastine	0.1	-1.880863
LB771-HNC	Vinblastine	0.1	-2.098682
LB831-BLC	Vinblastine	0.1	-2.777817
LB996-RCC	Vinblastine	0.1	-3.657732
LCLC-103H	Vinblastine	0.1	-3.995709
LU-165	Vinblastine	0.1	-1.957245
LXF-289	Vinblastine	0.1	-3.27512
MS-1	Vinblastine	0.1	-3.997415
NCI-H1563	Vinblastine	0.1	1.322074
NCI-H835	Vinblastine	0.1	-3.003173
PC-14	Vinblastine	0.1	-4.720481
SBC-3	Vinblastine	0.1	-5.304301
SK-MM-2	Vinblastine	0.1	-1.139919
U-266	Vinblastine	0.1	-3.480355
BE2-M17	Vinblastine	0.1	-4.120573
KELLY	Vinblastine	0.1	-5.291149
SIMA	Vinblastine	0.1	-3.370398
TE-1	Vinblastine	0.1	-4.357642
TE-8	Vinblastine	0.1	-4.510931
CAPAN-1	Vinblastine	0.1	-4.221169
OVCAR-3	Vinblastine	0.1	-4.998142
PC-3	Vinblastine	0.1	-2.409172
DU-145	Vinblastine	0.1	-4.053526
HCT-116	Vinblastine	0.1	-5.139451
HCT-15	Vinblastine	0.1	-4.149876
HL-60	Vinblastine	0.1	-6.309963
HT-29	Vinblastine	0.1	-4.169725
K-562	Vinblastine	0.1	-5.247737
NCI-H226	Vinblastine	0.1	-2.180168
NCI-H23	Vinblastine	0.1	-4.827749
NCI-H522	Vinblastine	0.1	-4.383876
T47D	Vinblastine	0.1	-1.45413
MCF7	Vinblastine	0.1	-2.060329
786-0	Vinblastine	0.1	-4.160763
A498	Vinblastine	0.1	-0.104864
A549	Vinblastine	0.1	-4.453105
ACHN	Vinblastine	0.1	-3.040176
BT-549	Vinblastine	0.1	-2.224566
CCRF-CEM	Vinblastine	0.1	-6.08066
SK-MEL-2	Vinblastine	0.1	-4.377437
Hs-578-T	Vinblastine	0.1	-4.90257
MOLT-4	Vinblastine	0.1	-5.837281
SK-OV-3	Vinblastine	0.1	-2.147821
MDA-MB-231	Vinblastine	0.1	-3.740682
COLO-205	Vinblastine	0.1	-5.391267
SW620	Vinblastine	0.1	-3.95568
RPMI-8226	Vinblastine	0.1	-5.497631
SR	Vinblastine	0.1	-6.299991
NCI-H322M	Vinblastine	0.1	-3.353751
IGROV-1	Vinblastine	0.1	-3.875169
OVCAR-5	Vinblastine	0.1	-1.600652
HCC2998	Vinblastine	0.1	-5.686575
HOP-62	Vinblastine	0.1	-3.081071
HOP-92	Vinblastine	0.1	1.209555
LOXIMVI	Vinblastine	0.1	-4.734683
M14	Vinblastine	0.1	-4.375594
UACC-62	Vinblastine	0.1	-4.081829
UACC-257	Vinblastine	0.1	-1.538995
SN12C	Vinblastine	0.1	-0.727211
TK10	Vinblastine	0.1	-0.580454
U251	Vinblastine	0.1	-4.486682
SF539	Vinblastine	0.1	-5.930313
SF268	Vinblastine	0.1	-4.118976
KM12	Vinblastine	0.1	-5.671325
OVCAR-4	Vinblastine	0.1	-0.63044
OVCAR-8	Vinblastine	0.1	-5.843645
BxPC-3	Vinblastine	0.1	-3.410957
BHT-101	Vinblastine	0.1	-3.422592
Becker	Vinblastine	0.1	-4.988935
BE-13	Vinblastine	0.1	-6.064886
ARH-77	Vinblastine	0.1	-5.984075
AGS	Vinblastine	0.1	-5.344445
A2058	Vinblastine	0.1	-5.549113
A375	Vinblastine	0.1	-4.931828
A253	Vinblastine	0.1	-2.86716
8305C	Vinblastine	0.1	-3.859655
647-V	Vinblastine	0.1	-1.884646
639-V	Vinblastine	0.1	-4.007594
697	Vinblastine	0.1	-6.31924
BT-20	Vinblastine	0.1	-1.757154
A2780	Vinblastine	0.1	-6.079265
COR-L105	Vinblastine	0.1	-0.156225
COR-L88	Vinblastine	0.1	0.460227
COLO-824	Vinblastine	0.1	-3.133944
COLO-792	Vinblastine	0.1	-3.853964
COLO-680N	Vinblastine	0.1	0.249065
COLO-679	Vinblastine	0.1	-1.488036
CHP-212	Vinblastine	0.1	-5.243365
CFPAC-1	Vinblastine	0.1	-1.009276
Ca-Ski	Vinblastine	0.1	-3.271319
CAL-120	Vinblastine	0.1	-1.566172
CAL-72	Vinblastine	0.1	-3.047944
CAL-62	Vinblastine	0.1	-4.332992
C32	Vinblastine	0.1	-1.684015
Daudi	Vinblastine	0.1	-4.471123
DB	Vinblastine	0.1	-5.82296
Daoy	Vinblastine	0.1	-5.437173
D-283MED	Vinblastine	0.1	-5.489995
DBTRG-05MG	Vinblastine	0.1	-0.924577
DEL	Vinblastine	0.1	-6.212596
Detroit562	Vinblastine	0.1	-5.515158
DG-75	Vinblastine	0.1	-4.593845
DK-MG	Vinblastine	0.1	-2.055761
DoTc2-4510	Vinblastine	0.1	-1.735291
DU-4475	Vinblastine	0.1	-3.745807
EB2	Vinblastine	0.1	-4.755529
EB-3	Vinblastine	0.1	-4.429742
ECC10	Vinblastine	0.1	-4.826142
EFM-19	Vinblastine	0.1	-4.067755
EGI-1	Vinblastine	0.1	2.487825
EM-2	Vinblastine	0.1	-4.303378
EoL-1-cell	Vinblastine	0.1	-6.401685
ETK-1	Vinblastine	0.1	-4.347487
EVSA-T	Vinblastine	0.1	-2.57259
FADU	Vinblastine	0.1	-4.875459
FTC-133	Vinblastine	0.1	-3.356056
G-361	Vinblastine	0.1	-3.498056
GAMG	Vinblastine	0.1	-4.64828
GCIY	Vinblastine	0.1	-1.036413
GDM-1	Vinblastine	0.1	-5.325487
GI-1	Vinblastine	0.1	-5.493506
GI-ME-N	Vinblastine	0.1	-3.391813
GOTO	Vinblastine	0.1	-3.89432
GR-ST	Vinblastine	0.1	-5.033246
GCT	Vinblastine	0.1	-3.002757
ESS-1	Vinblastine	0.1	-5.210861
H4	Vinblastine	0.1	-5.435508
H9	Vinblastine	0.1	-5.859068
HC-1	Vinblastine	0.1	-6.060695
HCC1419	Vinblastine	0.1	-0.90417
HCC1806	Vinblastine	0.1	-4.932335
HCC70	Vinblastine	0.1	-2.35452
HD-MY-Z	Vinblastine	0.1	2.383021
HEC-1	Vinblastine	0.1	-0.070661
HGC-27	Vinblastine	0.1	-5.827704
HH	Vinblastine	0.1	-2.195252
HLE	Vinblastine	0.1	-4.196177
HMV-II	Vinblastine	0.1	-4.465929
HOS	Vinblastine	0.1	-5.011384
HSC-3	Vinblastine	0.1	-4.644469
HSC-4	Vinblastine	0.1	-1.257474
HT-1080	Vinblastine	0.1	-4.551296
HT-1197	Vinblastine	0.1	-1.593394
HT-1376	Vinblastine	0.1	0.396547
HT-144	Vinblastine	0.1	-4.067544
HT-3	Vinblastine	0.1	0.845881
HuCCT1	Vinblastine	0.1	-3.608358
HuH-7	Vinblastine	0.1	-0.589604
HuO9	Vinblastine	0.1	-4.266483
IGR-1	Vinblastine	0.1	-5.219737
IMR-5	Vinblastine	0.1	-5.941082
IST-MEL1	Vinblastine	0.1	-2.824116
IST-MES1	Vinblastine	0.1	-0.647796
JiyoyeP-2003	Vinblastine	0.1	-6.689679
JVM-2	Vinblastine	0.1	-5.302426
JVM-3	Vinblastine	0.1	-6.644194
KALS-1	Vinblastine	0.1	-2.75165
KARPAS-45	Vinblastine	0.1	-5.690773
KARPAS-299	Vinblastine	0.1	-5.961096
KARPAS-422	Vinblastine	0.1	-4.698207
KATOIII	Vinblastine	0.1	-0.70795
KE-37	Vinblastine	0.1	-6.22594
KG-1	Vinblastine	0.1	-5.707076
KINGS-1	Vinblastine	0.1	-0.354758
KMOE-2	Vinblastine	0.1	-4.869096
KMS-12-BM	Vinblastine	0.1	-6.191222
HuP-T3	Vinblastine	0.1	-2.082791
HuP-T4	Vinblastine	0.1	-1.242335
HT55	Vinblastine	0.1	-3.209107
H-EMC-SS	Vinblastine	0.1	-0.179663
GP5d	Vinblastine	0.1	-5.646879
DMS-53	Vinblastine	0.1	1.146907
G-402	Vinblastine	0.1	-4.228711
G-401	Vinblastine	0.1	-5.979328
KY821	Vinblastine	0.1	-5.951599
KU812	Vinblastine	0.1	-6.146033
KU-19-19	Vinblastine	0.1	-4.427156
KS-1	Vinblastine	0.1	-2.760274
KP-N-YN	Vinblastine	0.1	-2.254424
KYSE-150	Vinblastine	0.1	-4.923514
KYSE-180	Vinblastine	0.1	-4.776344
KYSE-270	Vinblastine	0.1	-1.30892
KYSE-450	Vinblastine	0.1	-3.822302
L-428	Vinblastine	0.1	-5.574147
L-540	Vinblastine	0.1	-5.152525
LAMA-84	Vinblastine	0.1	-5.248195
LC4-1	Vinblastine	0.1	-5.285612
LNCaP-Clone-FGC	Vinblastine	0.1	-3.856416
LOUCY	Vinblastine	0.1	-5.378511
LoVo	Vinblastine	0.1	-4.596133
LS-123	Vinblastine	0.1	-1.406865
LS-411N	Vinblastine	0.1	-3.852271
LU-99A	Vinblastine	0.1	-1.758556
MDA-MB-175-VII	Vinblastine	0.1	-2.60539
MDA-MB-361	Vinblastine	0.1	-5.964192
MDA-MB-453	Vinblastine	0.1	-3.694394
MDA-MB-468	Vinblastine	0.1	-4.443278
MEL-JUSO	Vinblastine	0.1	-0.664078
MEG-01	Vinblastine	0.1	-5.439254
MES-SA	Vinblastine	0.1	-4.649894
Mewo	Vinblastine	0.1	-1.966321
MFE-280	Vinblastine	0.1	0.200738
MFE-296	Vinblastine	0.1	-3.237193
MG-63	Vinblastine	0.1	-5.377213
MHH-CALL-2	Vinblastine	0.1	-4.453225
MHH-ES-1	Vinblastine	0.1	-5.406243
MHH-PREB-1	Vinblastine	0.1	-5.896445
MKN1	Vinblastine	0.1	-2.179308
MKN28	Vinblastine	0.1	-5.011051
ML-2	Vinblastine	0.1	-6.122649
MLMA	Vinblastine	0.1	-4.982367
MN-60	Vinblastine	0.1	-3.545209
MOG-G-CCM	Vinblastine	0.1	-2.697654
MOG-G-UVW	Vinblastine	0.1	-6.5308
MOLT-13	Vinblastine	0.1	-5.073318
MOLT-16	Vinblastine	0.1	-6.278404
MONO-MAC-6	Vinblastine	0.1	-6.371901
Mo-T	Vinblastine	0.1	-2.572891
MPP-89	Vinblastine	0.1	-3.073653
MRK-nu-1	Vinblastine	0.1	-5.79215
MSTO-211H	Vinblastine	0.1	0.129139
MV-4-11	Vinblastine	0.1	-6.541144
NALM-6	Vinblastine	0.1	-5.824464
NAMALWA	Vinblastine	0.1	-5.809382
NB69	Vinblastine	0.1	-5.233099
NCCIT	Vinblastine	0.1	-6.967429
NCI-H520	Vinblastine	0.1	-5.3258
SNU-1	Vinblastine	0.1	-1.455457
SNU-5	Vinblastine	0.1	-4.334991
SNU-16	Vinblastine	0.1	-6.353286
NH-12	Vinblastine	0.1	-3.764747
NKM-1	Vinblastine	0.1	-6.321828
NOMO-1	Vinblastine	0.1	-4.655792
NTERA-2-cl-D1	Vinblastine	0.1	-5.572896
NUGC-3	Vinblastine	0.1	-2.743908
NCI-H747	Vinblastine	0.1	-0.723151
NCI-H716	Vinblastine	0.1	-1.889468
NCI-H596	Vinblastine	0.1	-0.47008
NCI-H441	Vinblastine	0.1	1.966532
NCI-N87	Vinblastine	0.1	-0.084727
NCI-H2452	Vinblastine	0.1	-5.536505
NCI-H1793	Vinblastine	0.1	-1.340926
NCI-H358	Vinblastine	0.1	-3.16508
NCI-H1155	Vinblastine	0.1	-4.440108
NCI-H28	Vinblastine	0.1	-0.338994
NCI-H1581	Vinblastine	0.1	-5.190814
NCI-H1573	Vinblastine	0.1	-1.615018
NCI-H1666	Vinblastine	0.1	-1.327842
NCI-H1703	Vinblastine	0.1	-6.176432
NCI-H1755	Vinblastine	0.1	-3.821212
NCI-H1993	Vinblastine	0.1	-4.369749
NCI-H524	Vinblastine	0.1	-6.467895
ONS-76	Vinblastine	0.1	-3.737299
OPM-2	Vinblastine	0.1	-5.806063
OS-RC-2	Vinblastine	0.1	0.813299
P12-ICHIKAWA	Vinblastine	0.1	-6.164826
P30-OHK	Vinblastine	0.1	-6.866497
P31-FUJ	Vinblastine	0.1	-5.307843
PA-1	Vinblastine	0.1	-3.273517
OCUB-M	Vinblastine	0.1	-4.714955
OC-314	Vinblastine	0.1	-6.006676
PF-382	Vinblastine	0.1	-4.461639
Raji	Vinblastine	0.1	-5.661731
RCM-1	Vinblastine	0.1	1.78372
RD	Vinblastine	0.1	-3.705056
REH	Vinblastine	0.1	-6.204791
RF-48	Vinblastine	0.1	-5.750293
RKO	Vinblastine	0.1	-5.502073
RMG-I	Vinblastine	0.1	-2.156768
RPMI-6666	Vinblastine	0.1	-5.949534
RPMI-8402	Vinblastine	0.1	-6.53152
RS4-11	Vinblastine	0.1	-5.031124
RT-112	Vinblastine	0.1	-5.727615
Saos-2	Vinblastine	0.1	-2.69026
SAS	Vinblastine	0.1	-3.426198
SCC-9	Vinblastine	0.1	-2.563159
SH-4	Vinblastine	0.1	-2.958553
SJRH30	Vinblastine	0.1	-3.851407
SJSA-1	Vinblastine	0.1	-4.49682
SK-CO-1	Vinblastine	0.1	-5.73858
SK-HEP-1	Vinblastine	0.1	-5.000141
SK-LMS-1	Vinblastine	0.1	-3.737061
SK-LU-1	Vinblastine	0.1	-1.001604
SK-MEL-1	Vinblastine	0.1	0.425022
SK-MEL-24	Vinblastine	0.1	-1.428869
SK-MES-1	Vinblastine	0.1	-2.509724
SK-MG-1	Vinblastine	0.1	-3.680154
